No,Animal_ID,Final_result,MERS_RNA_copiesPerml,Bionote_result,Viral Isolation
1546,L00011977,Negative,,Negative,Negative
1547,L00011978,Negative,,Negative,Negative
1548,L00011979,Negative,,Negative,Negative
1549,L00011980,Negative,,Negative,Negative
1550,L00011981,Negative,,Negative,Negative
1551,L00011982,Negative,,Negative,Negative
1552,L00011983,Negative,,Negative,Negative
1553,L00010768,Negative,,Negative,Negative
1554,L00010769,Negative,,Negative,Negative
1555,L00010770,Negative,,Negative,Negative
1556,L00010771,Negative,,Negative,Negative
1557,L00010772,Negative,,Negative,Negative
1558,L00010773,Negative,,Negative,Negative
1559,L00010774,Negative,,Negative,Negative
1560,L00010775,Negative,,Negative,Negative
1561,L00010776,Negative,,Negative,Negative
1562,L00010777,Negative,,Negative,Negative
1563,L00010778,Negative,,Negative,Negative
1564,L00010779,Negative,,Negative,Negative
1565,L00010780,Negative,,Negative,Negative
1566,L00010781,Negative,,Negative,Negative
1567,L00010782,Negative,,Negative,Negative
1568,L00010783,Negative,,Negative,Negative
1569,L00010784,Negative,,Negative,Negative
1570,L00010785,Negative,,Negative,Negative
1571,L00010786,Negative,,Negative,Negative
1572,L00010787,Negative,,Negative,Negative
1573,L00010788,Negative,,Negative,Negative
1574,L00010789,Negative,,Negative,Negative
1575,L00010790,Negative,,Negative,Negative
1576,L00010791,Negative,,Negative,Negative
1577,L00010792,Negative,,Negative,Negative
1578,L00010793,Negative,,Negative,Negative
1579,L00010794,Negative,,Negative,Negative
1580,L00010795,Negative,,Negative,Negative
1581,L00010796,Negative,,Negative,Negative
1582,L00010797,Negative,,Negative,Negative
1583,L00011971,Negative,,Negative,Negative
1584,L00010767,Negative,,Negative,Negative
1585,L00010729,Negative,,Negative,Negative
1586,L00010730,Negative,,Negative,Negative
1587,L00010731,Negative,,Negative,Negative
1588,L00010732,Negative,,Negative,Negative
1589,L00010733,Negative,,Negative,Negative
1590,L00010734,Negative,,Negative,Negative
1591,L00010735,Negative,,Negative,Negative
1592,L00010736,Negative,,Negative,Negative
1593,L00010737,Negative,,Negative,Negative
1594,L00010738,Negative,,Negative,Negative
1595,L00010739,Negative,,Negative,Negative
1596,L00010740,Negative,,Negative,Negative
1597,L00010741,Negative,,Negative,Negative
1598,L00010742,Negative,,Negative,Negative
1599,L00010743,Negative,,Negative,Negative
1600,L00011744,Negative,,Negative,Negative
1601,L00010745,Negative,,Negative,Negative
1602,L00010746,Negative,,Negative,Negative
1603,L00010747,Negative,,Negative,Negative
1604,L00010748,Negative,,Negative,Negative
1605,L00010749,Negative,,Negative,Negative
1606,L00010750,Negative,,Negative,Negative
1607,L00010751,Negative,,Negative,Negative
1608,L00010752,Negative,,Negative,Negative
1609,L00010753,Negative,,Negative,Negative
1610,L00010754,Negative,,Negative,Negative
1611,L00010755,Negative,,Negative,Negative
1612,L00010756,Negative,,Negative,Negative
1613,L00010757,Negative,,Negative,Negative
1614,L00010758,Negative,,Negative,Negative
1615,L00010759,Negative,,Negative,Negative
1616,L00010760,Negative,,Negative,Negative
1617,L00010761,Negative,,Negative,Negative
1618,L00010762,Negative,,Negative,Negative
1619,L00010763,Negative,,Negative,Negative
1620,L00010764,Negative,,Negative,Negative
1621,H00007000,Negative,,Negative,Negative
1622,H00007001,Negative,,Negative,Negative
1623,H00007002,Negative,,Negative,Negative
1624,H00007003,Negative,,Negative,Negative
1625,H00007004,Negative,,Negative,Negative
1626,H00007005,Negative,,Negative,Negative
1627,H00007006,Negative,,Negative,Negative
1628,H00007007,Negative,,Negative,Negative
1629,H00007008,Negative,,Negative,Negative
1630,H00007009,Negative,,Negative,Negative
1631,H00007010,Negative,,Negative,Negative
1632,H00007011,Negative,,Negative,Negative
1633,H00007012,Negative,,Negative,Negative
1634,H00007013,Negative,,Negative,Negative
1635,H00007014,Negative,,Negative,Negative
1636,H00007015,Negative,,Negative,Negative
1637,H00007016,Negative,,Negative,Negative
1638,H00007017,Negative,,Negative,Negative
1639,H00007018,Negative,,Negative,Negative
1640,H00007019,Negative,,Negative,Negative
1641,H00007020,Negative,,Negative,Negative
1642,H00007021,Negative,,Negative,Negative
1643,H00007022,Negative,,Negative,Negative
1644,H00007023,Negative,,Negative,Negative
1645,H00007024,Negative,,Negative,Negative
1646,H00007025,Negative,,Negative,Negative
1647,H00007026,Negative,,Negative,Negative
1648,H00007027,Negative,,Negative,Negative
1649,H00007028,Negative,,Negative,Negative
1650,H00007029,Negative,,Negative,Negative
1651,H00007030,Negative,,Negative,Negative
1652,H00007031,Negative,,Negative,Negative
1653,H00007032,Negative,,Negative,Negative
1654,H00007033,Negative,,Negative,Negative
1655,H00007034,Negative,,Negative,Negative
1656,H00007035,Negative,,Negative,Negative
1657,H00007036,Negative,,Negative,Negative
1658,H00007037,Negative,,Negative,Negative
1659,H00007038,Negative,,Negative,Negative
1660,H00007039,Negative,,Negative,Negative
1661,H00007040,Negative,,Negative,Negative
1662,H00007041,Negative,,Negative,Negative
1663,H00007042,Negative,,Negative,Negative
1664,H00007043,Negative,,Negative,Negative
1665,H00007044,Negative,,Negative,Negative
1666,H00007045,Negative,,Negative,Negative
1667,H00007046,Negative,,Negative,Negative
1668,H00007047,Negative,,Negative,Negative
1669,H00007048,Negative,,Negative,Negative
1670,H00007049,Negative,,Negative,Negative
1671,H00007050,Negative,,Negative,Negative
1672,H00007051,Negative,,Negative,Negative
1673,H00007052,Negative,,Negative,Negative
1674,H00007053,Negative,,Negative,Negative
1675,H00007054,Negative,,Negative,Negative
1676,H00007055,Negative,,Negative,Negative
1677,H00007056,Negative,,Negative,Negative
1678,H00007057,Negative,,Negative,Negative
1679,H00007058,Negative,,Negative,Negative
1680,H00007059,Negative,,Negative,Negative
1681,H00007060,Negative,,Negative,Negative
1682,H00007061,Negative,,Negative,Negative
1683,H00007062,Negative,,Negative,Negative
1684,H00007063,Negative,,Negative,Negative
1685,H00007064,Negative,,Negative,Negative
1686,H00007065,Negative,,Negative,Negative
1687,H00007066,Negative,,Negative,Negative
1688,H00007067,Negative,,Negative,Negative
1689,H00007068,Negative,,Negative,Negative
1690,H00007069,Negative,,Negative,Negative
1691,H00007228,Negative,,Negative,Negative
1692,H00007227,Negative,,Negative,Negative
1693,H00007226,Negative,,Negative,Negative
1694,H00007225,Negative,,Negative,Negative
1695,H00007224,Negative,,Negative,Negative
1696,H00007223,Negative,,Negative,Negative
1697,H00007222,Negative,,Negative,Negative
1698,H00007221,Negative,,Negative,Negative
1699,H00007220,Negative,,Negative,Negative
1700,H00007219,Negative,,Negative,Negative
1701,H00007218,Negative,,Negative,Negative
1702,H00007217,Negative,,Negative,Negative
1703,H00007071,Negative,,Negative,Negative
1704,H00007072,Negative,,Negative,Negative
1705,H00007073,Negative,,Negative,Negative
1706,H00007074,Negative,,Negative,Negative
1707,H00007075,Negative,,Negative,Negative
1708,H00007076,Negative,,Negative,Negative
1709,H00007077,Negative,,Negative,Negative
1710,H00007078,Negative,,Negative,Negative
1711,H00007079,Negative,,Negative,Negative
1712,H00007080,Negative,,Negative,Negative
1713,H00007081,Negative,,Negative,Negative
1714,H00007082,Negative,,Negative,Negative
1715,H00007083,Negative,,Negative,Negative
1716,H00007084,Negative,,Negative,Negative
1717,H00007085,Negative,,Negative,Negative
1718,H00007086,Negative,,Negative,Negative
1719,H00007087,Negative,,Negative,Negative
1720,H00007088,Negative,,Negative,Negative
1721,H00007089,Negative,,Negative,Negative
1722,H00007090,Negative,,Negative,Negative
1723,H00007091,Negative,,Negative,Negative
1724,H00007092,Negative,,Negative,Negative
1725,H00007093,Negative,,Negative,Negative
1726,H00007094,Negative,,Negative,Negative
1727,H00007095,Negative,,Negative,Negative
1728,H00007096,Negative,,Negative,Negative
1729,H00007097,Negative,,Negative,Negative
1730,H00007098,Negative,,Negative,Negative
1731,H00007099,Negative,,Negative,Negative
1732,H00007100,Negative,,Negative,Negative
1733,H00007101,Negative,,Negative,Negative
1734,H00007102,Negative,,Negative,Negative
1735,H00007103,Negative,,Negative,Negative
1736,H00007104,Negative,,Negative,Negative
1737,H00007105,Negative,,Negative,Negative
1738,H00007106,Negative,,Negative,Negative
1739,H00007107,Negative,,Negative,Negative
1740,H00007108,Negative,,Negative,Negative
1741,H00007109,Negative,,Negative,Negative
1742,H00007110,Negative,,Negative,Negative
1743,H00007111,Negative,,Negative,Negative
1744,H00007112,Negative,,Negative,Negative
1745,H00007113,Negative,,Negative,Negative
1746,H00007114,Negative,,Negative,Negative
1747,H00007115,Negative,,Negative,Negative
1748,H00007116,Negative,,Negative,Negative
1749,H00007117,Negative,,Negative,Negative
1750,H00007118,Negative,,Negative,Negative
1751,H00007119,Negative,,Negative,Negative
1752,H00007120,Negative,,Negative,Negative
1753,H00007121,Negative,,Negative,Negative
1754,H00007122,Negative,,Negative,Negative
1755,H00007123,Negative,,Negative,Negative
1756,H00007124,Negative,,Negative,Negative
1757,H00007125,Negative,,Negative,Negative
1758,H00007126,Negative,,Negative,Negative
1759,H00007127,Negative,,Negative,Negative
1760,H00007128,Negative,,Negative,Negative
1761,H00007129,Negative,,Negative,Negative
1762,H00007130,Negative,,Negative,Negative
1763,H00007131,Negative,,Negative,Negative
1764,H00007132,Negative,,Negative,Negative
1765,H00007133,Negative,,Negative,Negative
1766,H00007134,Negative,,Negative,Negative
1767,H00007135,Negative,,Negative,Negative
1768,H00007136,Negative,,Negative,Negative
1769,H00007137,Negative,,Negative,Negative
1770,H00007138,Negative,,Negative,Negative
1771,H00007139,Negative,,Negative,Negative
1772,H00007140,Negative,,Negative,Negative
1773,H00007141,Negative,,Negative,Negative
1774,H00007142,Negative,,Negative,Negative
1775,H00007143,Negative,,Negative,Negative
1776,H00007144,Negative,,Negative,Negative
1777,H00007145,Negative,,Negative,Negative
1778,H00007146,Negative,,Negative,Negative
1779,H00007147,Negative,,Negative,Negative
1780,H00007148,Negative,,Negative,Negative
1781,H00007149,Negative,,Negative,Negative
1782,H00007150,Negative,,Negative,Negative
1783,H00007151,Negative,,Negative,Negative
1784,H00007152,Negative,,Negative,Negative
1785,H00007153,Negative,,Negative,Negative
1786,H00007154,Negative,,Negative,Negative
1787,H00007155,Negative,,Negative,Negative
1788,H00007156,Negative,,Negative,Negative
1789,H00007157,Negative,,Negative,Negative
1790,H00007158,Negative,,Negative,Negative
1791,H00007159,Negative,,Negative,Negative
1792,H00007160,Negative,,Negative,Negative
1793,H00007161,Negative,,Negative,Negative
1794,H00007162,Negative,,Negative,Negative
1795,H00007163,Negative,,Negative,Negative
1796,H00007164,Negative,,Negative,Negative
1797,H00007165,Negative,,Negative,Negative
1798,H00007166,Negative,,Negative,Negative
1799,H00007167,Negative,,Negative,Negative
1800,H00007168,Negative,,Negative,Negative
1801,H00007169,Negative,,Negative,Negative
1802,H00007170,Negative,,Negative,Negative
1803,H00007171,Negative,,Negative,Negative
1804,H00007172,Negative,,Negative,Negative
1805,H00007173,Negative,,Negative,Negative
1806,H00007174,Negative,,Negative,Negative
1807,H00007175,Negative,,Negative,Negative
1808,H00007176,Negative,,Negative,Negative
1809,H00007177,Negative,,Negative,Negative
1810,H00007178,Negative,,Negative,Negative
1811,H00007179,Negative,,Negative,Negative
1812,H00007180,Negative,,Negative,Negative
1813,H00007181,Negative,,Negative,Negative
1814,H00007182,Negative,,Negative,Negative
1815,H00007183,Negative,,Negative,Negative
1816,H00007184,Negative,,Negative,Negative
1817,H00007185,Negative,,Negative,Negative
1818,H00007186,Negative,,Negative,Negative
1819,H00007187,Negative,,Negative,Negative
1820,H00007188,Negative,,Negative,Negative
1821,H00007189,Negative,,Negative,Negative
1822,H00007190,Negative,,Negative,Negative
1823,H00007191,Negative,,Negative,Negative
1824,H00007192,Negative,,Negative,Negative
1825,H00007193,Negative,,Negative,Negative
1826,H00007194,Negative,,Negative,Negative
1827,H00007195,Negative,,Negative,Negative
1828,H00007196,Negative,,Negative,Negative
1829,H00007197,Negative,,Negative,Negative
1830,H00007198,Negative,,Negative,Negative
1831,L00014009,Negative,,Negative,Negative
1832,L00014010,Negative,,Negative,Negative
1833,L00014011,Negative,,Negative,Negative
1834,L00014012,Negative,,Negative,Negative
1835,L00014013,Negative,,Negative,Negative
1836,L00014014,Negative,,Negative,Negative
1837,L00014015,Negative,,Negative,Negative
1838,L00014016,Negative,,Negative,Negative
1839,L00014017,Negative,,Negative,Negative
1840,L00014018,Negative,,Negative,Negative
1841,L00014019,Negative,,Negative,Negative
1842,L00014020,Negative,,Negative,Negative
1843,L00014021,Negative,,Negative,Negative
1844,L00014022,Negative,,Negative,Negative
1845,L00014023,Negative,,Negative,Negative
1846,L00014024,Negative,,Negative,Negative
1847,L00014025,Negative,,Negative,Negative
1848,L00014026,Negative,,Negative,Negative
1849,L00014027,Negative,,Negative,Negative
1850,L00014028,Negative,,Negative,Negative
1851,L00014029,Negative,,Negative,Negative
1852,L00014030,Negative,,Negative,Negative
1853,L00014031,Negative,,Negative,Negative
1854,L00014032,Negative,,Negative,Negative
1855,L00014033,Negative,,Negative,Negative
1856,L00014034,Negative,,Negative,Negative
1857,L00014035,Negative,,Negative,Negative
1858,L00014036,Negative,,Negative,Negative
1859,L00014037,Negative,,Negative,Negative
1860,L00014038,Negative,,Negative,Negative
1861,L00014039,Negative,,Negative,Negative
1862,L00014040,Negative,,Negative,Negative
1863,L00014041,Negative,,Negative,Negative
1864,L00014042,Negative,,Negative,Negative
1865,L00014043,Negative,,Negative,Negative
1866,L00014044,Negative,,Negative,Negative
1867,L00014045,Negative,,Negative,Negative
1868,L00014046,Negative,,Negative,Negative
1869,L00014047,Negative,,Negative,Negative
1870,L00014048,Negative,,Negative,Negative
1871,L00014049,Negative,,Negative,Negative
1872,L00014050,Negative,,Negative,Negative
1873,L00014051,Negative,,Negative,Negative
1874,L00014052,Negative,,Negative,Negative
1875,L00014053,Negative,,Negative,Negative
1876,L00014054,,,,
1877,L00014055,Negative,,Negative,Negative
1878,L00014069,Negative,,Negative,Negative
1879,L00014070,Negative,,Negative,Negative
1880,L00014071,Negative,,Negative,Negative
1881,L00014072,Negative,,Negative,Negative
1882,L00014073,Negative,,Negative,Negative
1883,L00014074,Negative,,Negative,Negative
1884,L00014075,Negative,,Negative,Negative
1885,L00014076,Negative,,Negative,Negative
1886,L00014077,Negative,,Negative,Negative
1887,L00014078,Negative,,Negative,Negative
1888,L00014079,Negative,,Negative,Negative
1889,L00014080,Negative,,Negative,Negative
1890,L00014081,Negative,,Negative,Negative
1891,L00014082,Negative,,Negative,Negative
1892,L00014083,Negative,,Negative,Negative
1893,L00014084,Negative,,Negative,Negative
1894,L00014085,Negative,,Negative,Negative
1895,L00014086,Negative,,Negative,Negative
1896,L00014087,Negative,,Negative,Negative
1897,L00014088,Negative,,Negative,Negative
1898,L00014089,Negative,,Negative,Negative
1899,L00014090,Negative,,Negative,Negative
1900,L00014091,Negative,,Negative,Negative
1901,L00014092,Negative,,Negative,Negative
1902,L00014093,Negative,,Negative,Negative
1903,L00014094,Negative,,Negative,Negative
1904,L00014095,Negative,,Negative,Negative
1905,L00014096,Negative,,Negative,Negative
1906,L00014097,Negative,,Negative,Negative
1907,L00014098,Negative,,Negative,Negative
1908,L00014099,Negative,,Negative,Negative
1909,L00014100,Negative,,Negative,Negative
1910,L00013997,Negative,,Negative,Negative
1911,L00013998,Negative,,Negative,Negative
1912,L00013999,Negative,,Negative,Negative
1913,L00014000,Negative,,Negative,Negative
1914,L00014001,Negative,,Negative,Negative
1915,L00014002,Negative,,Negative,Negative
1916,L000Q4003,,,,
1917,L00014004,Negative,,Negative,Negative
1918,L00014005,Negative,,Negative,Negative
1919,L00014006,Negative,,Negative,Negative
1920,L00014007,Negative,,Negative,Negative
1921,L00014008,Negative,,Negative,Negative
1922,L00014056,Negative,,Negative,Negative
1923,L00014057,Negative,,Negative,Negative
1924,L00014058,Negative,,Negative,Negative
1925,L00014059,Negative,,Negative,Negative
1926,L00014060,Negative,,Negative,Negative
1927,L00014061,Negative,,Negative,Negative
1928,L00014062,Negative,,Negative,Negative
1929,L00014063,Negative,,Negative,Negative
1930,L00014064,Negative,,Negative,Negative
1931,L00014065,Negative,,Negative,Negative
1932,L00014066,Negative,,Negative,Negative
1933,L00014101,Negative,,Negative,Negative
1934,L00014102,Negative,,Negative,Negative
1935,L00014103,Negative,,Negative,Negative
1936,L00014104,Negative,,Negative,Negative
1937,L00014105,Negative,,Negative,Negative
1938,L00014106,Negative,,Negative,Negative
1939,L00014107,Negative,,Negative,Negative
1940,L00014108,Negative,,Negative,Negative
1941,L00014109,Negative,,Negative,Negative
1942,L00014067,Negative,,Negative,Negative
1943,L00014110,Negative,,Negative,Negative
1944,L00014111,,,,
1945,L00014112,Negative,,Negative,Negative
1946,L00014113,Negative,,Negative,Negative
1947,L00014114,Negative,,Negative,Negative
1948,L00014115,Negative,,Negative,Negative
1949,L00014116,Negative,,Negative,Negative
1950,L00014117,Negative,,Negative,Negative
1951,L00014118,Negative,,Negative,Negative
1952,L00014119,Negative,,Negative,Negative
1953,L00014120,Negative,,Negative,Negative
1954,L00014121,Negative,,Negative,Negative
1955,L00014122,Negative,,Negative,Negative
1956,L00014123,Negative,,Negative,Negative
1957,L00014124,Negative,,Negative,Negative
1958,L00014125,Negative,,Negative,Negative
1959,L00014126,Negative,,Negative,Negative
1960,L00014127,Negative,,Negative,Negative
1961,L00014128,Negative,,Negative,Negative
1962,L00014129,Negative,,Negative,Negative
1963,L00014130,Negative,,Negative,Negative
1964,L00014131,Negative,,Negative,Negative
1965,L00014132,Negative,,Negative,Negative
1966,L00014133,Negative,,Negative,Negative
1967,L00014134,Negative,,Negative,Negative
1968,L00014135,Negative,,Negative,Negative
1969,L00014136,Negative,,Negative,Negative
1970,L00014137,Negative,,Negative,Negative
1971,L00014138,Negative,,Negative,Negative
1972,L00014139,Negative,,Negative,Negative
1973,L00014140,Negative,,Negative,Negative
1974,L00014141,Negative,,Negative,Negative
1975,L00014142,Negative,,Negative,Negative
1976,L00014143,Negative,,Negative,Negative
1977,L00014144,Negative,,Negative,Negative
1978,L00014145,Negative,,Negative,Negative
1979,L00014146,Negative,,Negative,Negative
1980,L00014147,Negative,,Negative,Negative
1981,L00014148,Negative,,Negative,Negative
1982,L00014149,Negative,,Negative,Negative
1983,L00014150,Negative,,Negative,Negative
1984,L00014151,Negative,,Negative,Negative
1985,L00014152,Negative,,Negative,Negative
1986,L00014153,Negative,,Negative,Negative
1987,L00014154,Negative,,Negative,Negative
1988,L00014155,Negative,,Negative,Negative
1989,L00014156,Negative,,Negative,Negative
1990,L00014157,Negative,,Negative,Negative
1991,L00014158,Negative,,Negative,Negative
1992,L00014159,Negative,,Negative,Negative
1993,L00014160,Negative,,Negative,Negative
1994,L00014161,Negative,,Negative,Negative
1995,L00014162,Negative,,Negative,Negative
1996,L00014163,Negative,,Negative,Negative
1997,L00014168,Negative,,Negative,Negative
1998,L00014164,Negative,,Negative,Negative
1999,L00014165,Negative,,Negative,Negative
2000,L00014166,Negative,,Negative,Negative
2001,L00014167,Negative,,Negative,Negative
2002,L00014169,Negative,,Negative,Negative
2003,L00014170,Negative,,Negative,Negative
2004,L00014171,Negative,,Negative,Negative
2005,L00014172,Negative,,Negative,Negative
2006,L00014173,Negative,,Negative,Negative
2007,L00014174,Negative,,Negative,Negative
2008,L00014175,Negative,,Negative,Negative
2009,L00014176,Negative,,Negative,Negative
2010,L00014177,Negative,,Negative,Negative
2011,L00014178,Negative,,Negative,Negative
2012,L00014179,Negative,,Negative,Negative
2013,L00014180,Negative,,Negative,Negative
2014,L00014181,Negative,,Negative,Negative
2015,L00014182,Negative,,Negative,Negative
2016,L00014183,Negative,,Negative,Negative
2017,L00014184,Negative,,Negative,Negative
2018,L00014185,Negative,,Negative,Negative
2019,L00014186,Negative,,Negative,Negative
2020,L00014187,Negative,,Negative,Negative
2021,L00014188,Negative,,Negative,Negative
2022,L00014189,Negative,,Negative,Negative
2023,L00014190,Negative,,Negative,Negative
2024,L00014191,Negative,,Negative,Negative
2025,L00014192,Negative,,Negative,Negative
2026,L00014193,Negative,,Negative,Negative
2027,L00014194,Negative,,Negative,Negative
2028,L00014195,Negative,,Negative,Negative
2029,L00014196,Negative,,Negative,Negative
2030,L00014197,Negative,,Negative,Negative
2031,L00014198,Negative,,Negative,Negative
2032,L00014199,Negative,,Negative,Negative
2033,L00014200,Negative,,Negative,Negative
2034,L00014201,Negative,,Negative,Negative
2035,L00014202,Negative,,Negative,Negative
2036,L00014203,Negative,,Negative,Negative
2037,L00014204,Negative,,Negative,Negative
2038,L00014205,Negative,,Negative,Negative
2039,L00014206,Negative,,Negative,Negative
2040,L00014207,Negative,,Negative,Negative
2041,L00014208,Negative,,Negative,Negative
2042,L00014209,Negative,,Negative,Negative
2043,L00014210,Negative,,Negative,Negative
2044,L00014211,Negative,,Negative,Negative
2045,L00014212,Negative,,Negative,Negative
2046,L00014213,Negative,,Negative,Negative
2047,L00014214,Negative,,Negative,Negative
2048,L00014215,Negative,,Negative,Negative
2049,L00014218,Negative,,Negative,Negative
2050,L00014219,Negative,,Negative,Negative
2051,L00014220,Negative,,Negative,Negative
2052,L00014221,Negative,,Negative,Negative
2053,L00014222,Negative,,Negative,Negative
2054,L00014223,Negative,,Negative,Negative
2055,L00014224,Negative,,Negative,Negative
2056,L00014225,Negative,,Negative,Negative
2057,L00014226,Negative,,Negative,Negative
2058,L00014227,Negative,,Negative,Negative
2059,L00014228,Negative,,Negative,Negative
2060,L00014229,Negative,,Negative,Negative
2061,L00014230,Negative,,Negative,Negative
2062,L00014231,Negative,,Negative,Negative
2063,L00014232,Negative,,Negative,Negative
2064,L00014233,Negative,,Negative,Negative
2065,L00014234,Negative,,Negative,Negative
2066,L00014235,Negative,,Negative,Negative
2067,L00014236,Negative,,Negative,Negative
2068,L00014237,Negative,,Negative,Negative
2069,L00014238,Negative,,Negative,Negative
2070,L00014239,Negative,,Negative,Negative
2071,L00014240,Negative,,Negative,Negative
2072,L00014241,Negative,,Negative,Negative
2073,L00014242,Negative,,Negative,Negative
2074,L00014243,Negative,,Negative,Negative
2075,L00014244,Negative,,Negative,Negative
2076,L00014245,Negative,,Negative,Negative
2077,L00014246,Negative,,Negative,Negative
2078,L00014247,Negative,,Negative,Negative
2079,L00014248,Negative,,Negative,Negative
2080,L00014249,Negative,,Negative,Negative
2081,L00014250,Negative,,Negative,Negative
2082,L00014251,Negative,,Negative,Negative
2083,L00014252,Negative,,Negative,Negative
2084,L00014253,Negative,,Negative,Negative
2085,L00014254,Negative,,Negative,Negative
2086,L00014255,Negative,,Negative,Negative
2087,L00014256,Negative,,Negative,Negative
2088,L00014257,Negative,,Negative,Negative
2089,L00014258,Negative,,Negative,Negative
2090,L00014259,Negative,,Negative,Negative
2091,L00014260,Negative,,Negative,Negative
2092,L00014261,Negative,,Negative,Negative
2093,L00014262,Negative,,Negative,Negative
2094,L00014263,Negative,,Negative,Negative
2095,L00014264,Negative,,Negative,Negative
2096,L00014265,Negative,,Negative,Negative
2097,L00014266,Negative,,Negative,Negative
2098,L00014267,Negative,,Negative,Negative
2099,L00014268,Negative,,Negative,Negative
2100,L00014269,Negative,,Negative,Negative
2101,L00014270,Negative,,Negative,Negative
2102,L00014271,Negative,,Negative,Negative
2103,L00014272,Negative,,Negative,Negative
2104,L00014273,Negative,,Negative,Negative
2105,L00014274,Negative,,Negative,Negative
2106,L00014275,Negative,,Negative,Negative
2107,L00014276,Negative,,Negative,Negative
2108,L00014277,Negative,,Negative,Negative
2109,L00014278,Negative,,Negative,Negative
2110,L00014279,Negative,,Negative,Negative
2111,L00014280,Negative,,Negative,Negative
2112,L00014281,Negative,,Negative,Negative
2113,L00014284,Negative,,Negative,Negative
2114,L00014285,Negative,,Negative,Negative
2115,L00014282,Negative,,Negative,Negative
2116,L00014283,Negative,,Negative,Negative
2117,L00014286,Negative,,Negative,Negative
2118,L00014287,Negative,,Negative,Negative
2119,L00014288,Negative,,Negative,Negative
2120,L00014289,Negative,,Negative,Negative
2121,L00014290,Negative,,Negative,Negative
2122,L00014291,Negative,,Negative,Negative
2123,L00014292,Negative,,Negative,Negative
2124,L00014293,Negative,,Negative,Negative
2125,L00014294,Negative,,Negative,Negative
2126,L00014295,Negative,,Negative,Negative
2127,L00014296,Negative,,Negative,Negative
2128,L00014297,Negative,,Negative,Negative
2129,L00014298,Negative,,Negative,Negative
2130,L00014299,Negative,,Negative,Negative
2131,L00014300,Negative,,Negative,Negative
2132,L00014301,Negative,,Negative,Negative
2133,L00014302,Negative,,Negative,Negative
2134,L00014303,Negative,,Negative,Negative
2135,L00014304,Negative,,Negative,Negative
2136,L00014305,Negative,,Negative,Negative
2137,L00014306,Negative,,Negative,Negative
2138,L00014307,Negative,,Negative,Negative
2139,L00014308,Negative,,Negative,Negative
2140,L00014309,Negative,,Negative,Negative
2141,L00014310,Negative,,Negative,Negative
2142,L00014311,Negative,,Negative,Negative
2143,L00014312,Negative,,Negative,Negative
2144,L00014313,Negative,,Negative,Negative
2145,L00014314,Negative,,Negative,Negative
2146,L00014315,Negative,,Negative,Negative
2147,L00014316,Negative,,Negative,Negative
2148,L00014317,Negative,,Negative,Negative
2149,L00014318,Negative,,Negative,Negative
2150,L00014319,Negative,,Negative,Negative
2151,L00014320,Negative,,Negative,Negative
2152,L00014321,Negative,,Negative,Negative
2153,L00014322,Negative,,Negative,Negative
2154,L00014323,Negative,,Negative,Negative
2155,L00014324,Negative,,Negative,Negative
2156,L00014325,Negative,,Negative,Negative
2157,L00014326,Negative,,Negative,Negative
2158,L00014327,Negative,,Negative,Negative
2159,L00014328,Negative,,Negative,Negative
2160,L00014329,Negative,,Negative,Negative
2161,L00014330,Negative,,Negative,Negative
2162,L00014331,Negative,,Negative,Negative
2163,L00014332,Negative,,Negative,Negative
2164,L00014333,Negative,,Negative,Negative
2165,L00014334,Negative,,Negative,Negative
2166,L00014335,Negative,,Negative,Negative
2167,L00014336,Negative,,Negative,Negative
2168,L00014337,,,,
2169,L00014338,Negative,,Negative,Negative
2170,L00014339,Negative,,Negative,Negative
2171,L00014340,Negative,,Negative,Negative
2172,L00014341,Negative,,Negative,Negative
2173,L00014342,Negative,,Negative,Negative
2174,L00014343,Negative,,Negative,Negative
2175,L00014344,Negative,,Negative,Negative
2176,L00014345,Negative,,Negative,Negative
2177,L00014346,Negative,,Negative,Negative
2178,L00014347,Negative,,Negative,Negative
2179,L00014347,Negative,,Negative,Negative
2180,L00014348,Negative,,Negative,Negative
2181,L00014349,Negative,,Negative,Negative
2182,L00014350,Negative,,Negative,Negative
2183,L00014351,Negative,,Negative,Negative
2184,L00014352,Negative,,Negative,Negative
2185,L00014353,Negative,,Negative,Negative
2186,L00014354,Negative,,Negative,Negative
2187,L00014355,,,,
2188,L00014356,Negative,,Negative,Negative
2189,L00014357,Negative,,Negative,Negative
2190,L00014358,Negative,,Negative,Negative
2191,L00014359,Negative,,Negative,Negative
2192,L00014360,Negative,,Negative,Negative
2193,L00014361,Negative,,Negative,Negative
2194,L00014362,Negative,,Negative,Negative
2195,L00014363,Negative,,Negative,Negative
2196,L00014364,Negative,,Negative,Negative
2197,L00014365,Negative,,Negative,Negative
2198,L00014366,Negative,,Negative,Negative
2199,L00014367,Negative,,Negative,Negative
2200,L00014368,Negative,,Negative,Negative
2201,L00014369,Negative,,Negative,Negative
2202,L00014370,Negative,,Negative,Negative
2203,L00014371,Negative,,Negative,Negative
2204,L00014372,Negative,,Negative,Negative
2205,L00014373,Negative,,Negative,Negative
2206,L00014374,Negative,,Negative,Negative
2207,L00014375,Negative,,Negative,Negative
2208,L00014376,Negative,,Negative,Negative
2209,L00014377,Negative,,Negative,Negative
2210,L00014378,Negative,,Negative,Negative
2211,L00014379,Negative,,Negative,Negative
